Date,Open,High,Low,Close,Adj Close,Volume,DOWJONES,NASDAQ,NSE
2017-09-11,2471.199951,2482.949951,2450.0,2454.449951,2441.996338,366382,22057.369141,6432.259765999999,10006.049805
2017-09-12,2473.899902,2497.0,2457.0,2488.449951,2475.823975,698230,22118.859375,6454.279785,10093.049805
2017-09-13,2500.0,2531.649902,2475.199951,2489.199951,2476.570068,639490,22158.179688,6460.189941,10079.299805
2017-09-14,2482.0,2497.600098,2471.899902,2486.949951,2474.331543,540755,22203.480469,6429.080078,10086.599609
2017-09-15,2499.0,2517.0,2485.0,2506.050049,2493.334717,1472036,22268.339844,6448.470215,10085.400391
2017-09-18,2504.949951,2518.949951,2489.25,2499.050049,2486.3701170000004,363300,22331.349609,6454.640136999999,10153.099609
2017-09-19,2505.0,2505.0,2491.5,2498.25,2485.574219,391377,22370.800781,6461.319824,10147.549805
2017-09-20,2514.0,2514.0,2474.300049,2493.550049,2480.8979489999997,667321,22412.589844,6456.040039,10141.150391
2017-09-21,2491.050049,2541.0,2480.0,2524.899902,2512.0888670000004,1219370,22359.230469,6422.689941,10121.900391
2017-09-22,2519.899902,2526.899902,2492.0,2503.600098,2490.897217,1217698,22349.589844,6426.919922,9964.400391
2017-09-25,2496.550049,2534.0,2492.75,2510.75,2498.0107420000004,799779,22296.089844,6370.589844,9872.599609
2017-09-26,2510.0,2526.399902,2466.0,2474.649902,2462.0939940000003,724615,22284.320313,6380.160156,9871.500000
2017-09-27,2490.0,2512.199951,2473.75,2495.0,2482.340576,1005178,22340.710938,6453.259765999999,9735.750000
2017-09-28,2494.699951,2514.0,2452.0,2476.449951,2463.88501,2166433,22381.199219,6453.450195,9768.950195
2017-09-29,2479.0,2484.0,2421.5,2435.949951,2423.590332,992507,22405.089844,6495.959961,9788.599609
2017-10-03,2435.949951,2454.300049,2427.050049,2448.449951,2436.026855,961503,22641.669922,6531.709961,9859.500000
2017-10-04,2449.600098,2454.0,2425.0,2442.300049,2429.907959,650389,22661.640625,6534.629883,9914.900391
2017-10-05,2441.0,2443.449951,2424.399902,2429.600098,2417.272705,842343,22775.390625,6585.359863000001,9888.700195
2017-10-06,2430.0,2455.0,2428.050049,2446.649902,2434.23584,694594,22773.669922,6590.180176,9979.700195
2017-10-09,2441.050049,2467.949951,2441.050049,2454.100098,2441.648193,886808,22761.070313,6579.72998,9988.750000
2017-10-10,2455.0,2469.949951,2451.25,2459.25,2446.772217,611005,22830.679688,6587.25,10016.950195
2017-10-11,2460.0,2514.449951,2456.75,2500.350098,2487.663818,763873,22872.890625,6603.549805,9984.799805
2017-10-12,2513.0,2555.0,2507.0,2548.199951,2535.270752,2503178,22841.009766,6591.509765999999,10096.400391
2017-10-13,2548.199951,2608.949951,2523.0,2558.600098,2545.618164,2033160,22871.720703,6605.799805,10167.450195
2017-10-16,2555.050049,2590.0,2555.050049,2584.399902,2571.286865,609295,22956.960938,6624.0,10230.849609
2017-10-17,2585.0,2614.949951,2577.550049,2594.550049,2581.385498,721508,22997.439453,6623.660156,10234.450195
2017-10-18,2595.0,2613.649902,2580.0,2586.600098,2573.4760739999997,757072,23157.599609,6624.220215,10210.849609
2017-10-19,2592.0,2595.800049,2571.0,2583.899902,2570.7895510000003,43411,23163.039063,6605.069824,10146.549805
2017-10-23,2583.899902,2629.0,2547.449951,2587.899902,2574.769287,943044,23273.960938,6586.830078,10184.849609
2017-10-24,2620.0,2620.899902,2569.050049,2578.399902,2565.3173829999996,669510,23441.759766,6598.430176,10207.700195
2017-10-25,2578.5,2614.0,2555.0,2559.899902,2553.844727,552553,23329.460938,6563.890136999999,10295.349609
2017-10-26,2535.100098,2569.149902,2517.899902,2538.850098,2532.844727,1503776,23400.859375,6556.77002,10343.799805
2017-10-27,2538.0,2593.149902,2530.300049,2584.300049,2578.1870120000003,704635,23434.189453,6701.259765999999,10323.049805
2017-10-30,2586.0,2620.0,2581.699951,2616.199951,2610.011475,568626,23348.740234,6698.959961,10363.650391
2017-10-31,2601.300049,2640.0,2601.300049,2624.0,2617.793213,796317,23377.240234,6727.669922,10335.299805
2017-11-01,2624.0,2626.850098,2578.850098,2602.850098,2596.693359,370941,23435.009766,6716.529785,10440.500000
2017-11-02,2608.5,2674.0,2606.75,2626.149902,2619.9379879999997,734211,23516.259766,6714.939941,10423.799805
2017-11-03,2632.399902,2636.699951,2602.800049,2620.100098,2613.902588,333443,23539.189453,6764.439941,10452.500000
2017-11-06,2620.0,2671.800049,2611.75,2665.550049,2659.244873,688500,23548.419922,6786.439941,10451.799805
2017-11-07,2670.0,2768.0,2666.050049,2710.050049,2703.639648,1348446,23557.230469,6767.779785,10350.150391
2017-11-08,2723.0,2759.0,2718.25,2735.0,2728.530518,701126,23563.359375,6789.120117,10303.150391
2017-11-09,2750.0,2750.0,2719.300049,2736.399902,2729.927246,576216,23461.939453,6750.049805,10308.950195
2017-11-10,2722.199951,2726.0,2693.350098,2708.75,2702.342773,678283,23422.210938,6750.939941,10321.750000
2017-11-13,2702.050049,2777.399902,2702.050049,2758.949951,2752.423828,748498,23439.699219,6757.600098000001,10224.950195
2017-11-14,2756.550049,2756.550049,2707.5,2714.600098,2708.178955,828626,23409.470703,6737.870117,10186.599609
2017-11-15,2706.0,2755.0,2701.350098,2705.300049,2698.900879,3335417,23271.279297,6706.209961,10118.049805
2017-11-16,2710.0,2763.0,2686.949951,2746.649902,2740.152832,826741,23458.359375,6793.290039,10214.750000
2017-11-17,2748.100098,2748.100098,2703.600098,2707.300049,2700.89624,662732,23358.240234,6782.790039,10283.599609
2017-11-20,2715.0,2726.899902,2695.300049,2703.449951,2697.0551760000003,507249,23430.330078,6790.709961,10298.750000
2017-11-21,2701.0,2701.0,2666.0,2672.949951,2666.627441,763870,23590.830078,6862.47998,10326.900391
2017-11-22,2673.0,2709.699951,2672.399902,2680.649902,2674.309082,911312,23526.179688,6867.359863,10342.299805
2017-11-23,2681.0,2693.0,2669.0,2681.25,2674.907715,396735,23526.179688,6867.359863,10348.750000
2017-11-24,2682.0,2702.899902,2673.100098,2688.050049,2681.69165,1143756,23557.990234,6889.160156,10389.700195
2017-11-27,2688.0,2695.899902,2662.199951,2685.850098,2679.49707,928393,23580.779297,6878.52002,10399.549805
2017-11-28,2686.0,2702.399902,2670.0,2685.300049,2678.9482420000004,455858,23836.710938,6912.359863,10370.250000
2017-11-29,2677.5,2693.0,2650.0,2658.149902,2651.862305,723766,23940.679688,6824.390137,10361.299805
2017-11-30,2653.649902,2666.949951,2623.0,2637.0,2630.762451,2149981,24272.349609,6873.970215,10226.549805
2017-12-01,2635.0,2668.0,2621.5,2629.949951,2623.729004,515572,24231.589844,6847.589844,10121.799805
2017-12-04,2622.0,2658.5,2602.949951,2632.350098,2626.123535,629552,24290.050781,6775.370117,10127.750000
2017-12-05,2631.0,2651.699951,2628.149902,2635.550049,2629.315918,583957,24180.640625,6762.209961,10118.250000
2017-12-06,2636.0,2645.0,2612.850098,2633.300049,2627.071289,703759,24140.910156,6776.379883,10044.099609
2017-12-07,2632.300049,2645.949951,2615.0,2617.25,2611.059082,663150,24211.480469,6812.839844,10166.700195
2017-12-08,2618.0,2645.0,2597.0,2601.5,2595.346436,692774,24329.160156,6840.080078,10265.650391
2017-12-11,2608.350098,2672.649902,2608.350098,2661.100098,2654.80542,504001,24386.029297,6875.080078,10322.250000
2017-12-12,2661.0,2662.0,2607.399902,2612.149902,2605.971191,941123,24504.800781,6862.319823999999,10240.150391
2017-12-13,2611.399902,2651.449951,2601.0,2628.399902,2622.1826170000004,1480729,24585.429688,6875.799805,10192.950195
2017-12-14,2632.0,2632.0,2531.100098,2557.800049,2551.7497559999997,2752075,24508.660156,6856.529785,10252.099609
2017-12-15,2563.75,2584.449951,2536.850098,2545.600098,2539.5786129999997,1359069,24651.740234,6936.580078,10333.250000
2017-12-18,2537.0,2588.949951,2494.350098,2580.5,2574.395996,1090332,24792.199219,6994.759765999999,10388.750000
2017-12-19,2576.0,2597.800049,2564.699951,2575.300049,2569.208496,900976,24754.75,6963.850098000001,10463.200195
2017-12-20,2582.0,2592.75,2550.649902,2588.949951,2582.825928,788785,24726.650391,6960.959961,10444.200195
2017-12-21,2587.0,2608.0,2580.050049,2595.699951,2589.560059,646824,24782.289063,6965.359863,10440.299805
2017-12-22,2604.0,2663.899902,2590.199951,2646.75,2640.4892579999996,1832832,24754.060547,6959.959961,10493.000000
2017-12-26,2646.75,2689.75,2631.600098,2649.449951,2643.182861,1087893,24746.210938,6936.25,10531.500000
2017-12-27,2649.449951,2658.5,2610.5,2619.899902,2613.7028809999997,369642,24774.300781,6939.339844,10490.750000
2017-12-28,2608.800049,2653.5,2605.649902,2626.949951,2620.736084,1302544,24837.509766,6950.160156,10477.900391
2017-12-29,2623.100098,2708.899902,2618.550049,2701.199951,2694.810547,1304771,24719.220703,6903.390137,10530.700195
2018-01-01,2682.300049,2694.800049,2635.0,2645.600098,2639.342285,675880,24719.220703,6903.390137,null
2018-01-02,2660.0,2669.600098,2620.199951,2631.199951,2624.9760739999997,960145,24824.009766,7006.899901999999,10442.200195
2018-01-03,2632.0,2669.0,2631.199951,2638.649902,2632.408447,628560,24922.679688,7065.529785,10443.200195
2018-01-04,2650.0,2662.0,2640.0,2657.100098,2650.814941,456541,25075.130859,7077.910156,10504.799805
2018-01-05,2650.0,2699.5,2650.0,2689.199951,2682.8388670000004,576853,25295.869141,7136.560059,10558.849609
2018-01-08,2700.0,2726.850098,2681.850098,2714.399902,2707.979248,621110,25283.0,7157.390137,10623.599609
2018-01-09,2715.0,2721.0,2676.550049,2709.0,2702.592041,1074698,25385.800781,7163.580078,10637.000000
2018-01-10,2711.0,2816.0,2694.649902,2806.600098,2799.9614260000003,1682925,25369.130859,7153.569823999999,10632.200195
2018-01-11,2810.0,2821.899902,2782.199951,2790.5,2783.899414,1260372,25574.730469,7211.779785,10651.200195
2018-01-12,2805.0,2805.0,2740.550049,2776.350098,2769.782959,1680157,25803.189453,7261.060059,10681.250000
2018-01-15,2777.149902,2808.0,2735.050049,2746.100098,2739.6044920000004,728607,25803.189453,7261.060059,10741.549805
2018-01-16,2756.0,2861.649902,2750.550049,2850.850098,2844.106689,2133876,25792.859375,7223.689941,10700.450195
2018-01-17,2870.0,2925.0,2862.149902,2888.949951,2882.116455,2140403,26115.650391,7298.279785,10788.549805
2018-01-18,2897.0,2933.0,2868.050049,2918.199951,2911.2971190000003,1104739,26017.810547,7296.049805,10817.000000
2018-01-19,2930.550049,2982.0,2903.649902,2959.300049,2952.300049,910000,26071.720703,7336.379883,10894.700195
2018-01-22,2961.0,3134.699951,2922.0,3116.399902,3116.399902,2183555,26214.599609,7408.029785,10966.200195
2018-01-23,3114.949951,3142.350098,3090.050049,3102.0,3102.0,1619805,26210.810547,7460.290039,11083.700195
2018-01-24,3090.0,3259.050049,3082.649902,3174.600098,3174.600098,2810769,26252.119141,7415.060059,11086.000000
2018-01-25,3175.0,3179.800049,3081.0,3121.050049,3121.050049,1916922,26392.789063,7411.160156,11069.650391
2018-01-29,3121.050049,3225.0,3121.050049,3198.850098,3198.850098,1570530,26439.480469,7466.509765999999,11130.400391
2018-01-30,3180.0,3203.800049,3143.699951,3152.850098,3152.850098,787379,26076.890625,7402.47998,11049.650391
2018-01-31,3137.0,3150.0,3098.600098,3112.350098,3112.350098,1521607,26149.390625,7411.47998,11027.700195
2018-02-01,3124.0,3190.0,3088.800049,3138.600098,3138.600098,1200315,26186.710938,7385.859863,11016.900391
2018-02-02,3120.0,3190.0,3103.449951,3153.649902,3153.649902,1228245,25520.960938,7240.950195,10760.599609
2018-02-05,3110.0,3188.0,3076.850098,3103.199951,3103.199951,1378871,24345.75,6967.529785,10666.549805
2018-02-06,3010.0,3077.149902,2985.0,2997.25,2997.25,1327797,24912.769531,7115.879883,10498.250000
2018-02-07,3027.0,3031.0,2947.449951,2955.050049,2955.050049,1090162,24893.349609,7051.97998,10476.700195
2018-02-08,2979.75,3027.600098,2959.0,2974.199951,2974.199951,1377502,23860.460938,6777.160156,10576.849609
2018-02-09,2950.0,2994.0,2896.649902,2971.699951,2971.699951,1051229,24190.900391,6874.490234000001,10454.950195
2018-02-12,2978.300049,3023.350098,2955.550049,2967.300049,2967.300049,987281,24601.269531,6981.959961,10539.750000
2018-02-14,2967.300049,2974.449951,2892.5,2911.800049,2911.800049,1423766,24893.490234,7143.620117,10500.900391
2018-02-15,2931.949951,2943.0,2905.100098,2925.850098,2925.850098,1232618,25200.369141,7256.430176000001,10545.500000
2018-02-16,2923.0,2999.600098,2923.0,2933.050049,2933.050049,1257878,25219.380859,7239.470215,10452.299805
2018-02-19,2945.0,2953.300049,2895.199951,2923.600098,2923.600098,784112,25219.380859,7239.470215,10378.400391
2018-02-20,2928.0,2985.050049,2927.899902,2944.75,2944.75,944534,24964.75,7234.310059,10360.400391
2018-02-21,2974.0,3062.600098,2960.050049,3042.300049,3042.300049,1544614,24797.779297,7218.22998,10397.450195
2018-02-22,3052.0,3079.0,3022.5,3050.199951,3050.199951,1731505,24962.480469,7210.089844,10382.700195
2018-02-23,3050.0,3089.0,2992.100098,3075.800049,3075.800049,1681250,25309.990234,7337.390137,10491.049805
2018-02-26,3075.0,3089.949951,3021.199951,3031.699951,3031.699951,681941,25709.269531,7421.459961,10582.599609
2018-02-27,3041.0,3078.550049,3032.0,3042.350098,3042.350098,858900,25410.029297,7330.350098000001,10554.299805
2018-02-28,3035.0,3063.949951,3021.449951,3035.050049,3035.050049,1353432,25029.199219,7273.009765999999,10492.849609
2018-03-01,3049.0,3061.199951,3020.0,3037.699951,3037.699951,859062,24608.980469,7180.560059,10458.349609
2018-03-05,3037.699951,3113.649902,3032.949951,3105.850098,3105.850098,1429084,24874.759766,7330.709961,10358.849609
2018-03-06,3122.0,3127.0,3030.149902,3042.800049,3042.800049,953382,24884.119141,7372.009765999999,10249.250000
2018-03-07,3070.0,3089.0,3018.5,3027.449951,3027.449951,958886,24801.359375,7396.649901999999,10154.200195
2018-03-08,3054.899902,3054.899902,2987.5,3003.949951,3003.949951,975913,24895.210938,7427.950195,10242.650391
2018-03-09,3005.0,3063.199951,2977.199951,3034.100098,3034.100098,936218,25335.740234,7560.810059,10226.849609
